"rank","priority_score","priority_reasons","image_id","resolved_image","source","expected_target","expected_crop","expected_part","expected_class","actual_status","predicted_crop","predicted_part","predicted_disease","prototype_target","prototype_class_label","prototype_similarity","prototype_margin","reconcile_reason","failure_bucket","pass_fail","review_decision","corrected_crop","corrected_part","corrected_class","prototype_quality","adapter_training_quality","review_notes"
"80","660","focus_target|router_failure|prototype_policy_not_calibrated|failed_row|prototype_correct_but_abstained","demo_063","/content/bitirmeprojesi/docs/demo_assets/m2_full_image_set/images/demo_063_tomato_leaf.jpg","staged_external:docs/demo_assets/m2_full_image_set/images/demo_063_tomato_leaf.jpg","tomato__leaf","tomato","leaf","domates_early_blight_yaprak","unknown_crop","petunia","unknown","","tomato__leaf","domates_late_blight_yaprak","0.59294033","0.05985768","prototype_policy_not_calibrated","router","fail","exclude_ambiguous","tomato","leaf","domates_early_blight_yaprak","prototype_class_mismatch_or_unclear","not_selected","Target looked plausible but prototype class did not cleanly match expected class; exclude from positive manifests."
"81","660","focus_target|router_failure|prototype_policy_not_calibrated|failed_row|prototype_correct_but_abstained","demo_433","/content/bitirmeprojesi/docs/demo_assets/m2_full_image_set/images/demo_433_tomato_leaf.png","staged_external:docs/demo_assets/m2_full_image_set/images/demo_433_tomato_leaf.png","tomato__leaf","tomato","leaf","domates_late_blight_yaprak","unknown_crop","potato","leaf","","tomato__leaf","domates_late_blight_yaprak","0.60441821","0.05018352","prototype_policy_not_calibrated","router","fail","add_prototype_positive","tomato","leaf","domates_late_blight_yaprak","target_class_match_weak_evidence","not_selected","Expected target/class matched prototype but evidence/policy was too weak; candidate positive after conservative review."
"82","660","focus_target|router_failure|prototype_policy_not_calibrated|failed_row|prototype_correct_but_abstained","demo_435","/content/bitirmeprojesi/docs/demo_assets/m2_full_image_set/images/demo_435_tomato_leaf.png","staged_external:docs/demo_assets/m2_full_image_set/images/demo_435_tomato_leaf.png","tomato__leaf","tomato","leaf","domates_late_blight_yaprak","unknown_crop","honeydew","unknown","","tomato__leaf","domates_late_blight_yaprak","0.58716078","0.04280593","prototype_policy_not_calibrated","router","fail","add_prototype_positive","tomato","leaf","domates_late_blight_yaprak","target_class_match_weak_evidence","not_selected","Expected target/class matched prototype but evidence/policy was too weak; candidate positive after conservative review."
"83","660","focus_target|router_failure|prototype_policy_not_calibrated|failed_row|prototype_correct_but_abstained","demo_438","/content/bitirmeprojesi/docs/demo_assets/m2_full_image_set/images/demo_438_tomato_leaf.jpg","staged_external:docs/demo_assets/m2_full_image_set/images/demo_438_tomato_leaf.jpg","tomato__leaf","tomato","leaf","domates_leaf_mold_yaprak","unknown_crop","potato","leaf","","tomato__leaf","domates_early_blight_yaprak","0.6248963","0.04770993","prototype_policy_not_calibrated","router","fail","exclude_ambiguous","tomato","leaf","domates_leaf_mold_yaprak","prototype_class_mismatch_or_unclear","not_selected","Target looked plausible but prototype class did not cleanly match expected class; exclude from positive manifests."
"84","660","focus_target|router_failure|prototype_policy_not_calibrated|failed_row|prototype_correct_but_abstained","demo_441","/content/bitirmeprojesi/docs/demo_assets/m2_full_image_set/images/demo_441_tomato_leaf.jpg","staged_external:docs/demo_assets/m2_full_image_set/images/demo_441_tomato_leaf.jpg","tomato__leaf","tomato","leaf","domates_leaf_mold_yaprak","unknown_crop","potato","leaf","","tomato__leaf","domates_late_blight_yaprak","0.61030262","0.04594347","prototype_policy_not_calibrated","router","fail","exclude_ambiguous","tomato","leaf","domates_leaf_mold_yaprak","prototype_class_mismatch_or_unclear","not_selected","Target looked plausible but prototype class did not cleanly match expected class; exclude from positive manifests."
"85","660","focus_target|router_failure|prototype_policy_not_calibrated|failed_row|prototype_correct_but_abstained","demo_467","/content/bitirmeprojesi/docs/demo_assets/m2_full_image_set/images/demo_467_tomato_leaf.jpg","staged_external:docs/demo_assets/m2_full_image_set/images/demo_467_tomato_leaf.jpg","tomato__leaf","tomato","leaf","domates_septoria_leaf_spot_yaprak","unknown_crop","potato","leaf","","tomato__leaf","domates_early_blight_yaprak","0.66395626","0.07493198","prototype_policy_not_calibrated","router","fail","exclude_ambiguous","tomato","leaf","domates_septoria_leaf_spot_yaprak","prototype_class_mismatch_or_unclear","not_selected","Target looked plausible but prototype class did not cleanly match expected class; exclude from positive manifests."
"86","650","focus_target|router_failure|part_conflict|failed_row|prototype_correct_but_abstained","demo_011","/content/bitirmeprojesi/docs/demo_assets/m2_full_image_set/images/demo_011_strawberry_fruit.jpg","staged_external:docs/demo_assets/m2_full_image_set/images/demo_011_strawberry_fruit.jpg","strawberry__fruit","strawberry","fruit","strawberry_anthracnose_fruit","router_uncertain","strawberry","leaf","","strawberry__fruit","strawberry_anthracnose_fruit","0.67464711","0.08005386","part_conflict","router","fail","add_prototype_hard_negative","strawberry","fruit","strawberry_anthracnose_fruit","part_or_negative_boundary","not_selected","Boundary/conflict row; use as hard negative to preserve safety."
"87","650","focus_target|router_failure|part_conflict|failed_row|prototype_correct_but_abstained","demo_070","/content/bitirmeprojesi/docs/demo_assets/m2_full_image_set/images/demo_070_strawberry_fruit.jpg","staged_external:docs/demo_assets/m2_full_image_set/images/demo_070_strawberry_fruit.jpg","strawberry__fruit","strawberry","fruit","strawberry_anthracnose_fruit","router_uncertain","strawberry","leaf","","strawberry__fruit","strawberry_anthracnose_fruit","0.72216102","0.1340003","part_conflict","router","fail","add_prototype_hard_negative","strawberry","fruit","strawberry_anthracnose_fruit","part_or_negative_boundary","not_selected","Boundary/conflict row; use as hard negative to preserve safety."
"88","650","focus_target|router_failure|part_conflict|failed_row|prototype_correct_but_abstained","demo_075","/content/bitirmeprojesi/docs/demo_assets/m2_full_image_set/images/demo_075_strawberry_fruit.jpg","staged_external:docs/demo_assets/m2_full_image_set/images/demo_075_strawberry_fruit.jpg","strawberry__fruit","strawberry","fruit","strawberry_gray_mold_fruit","router_uncertain","strawberry","leaf","","strawberry__fruit","strawberry_powdery_mildew_fruit","0.64636944","0.05394609","part_conflict","router","fail","add_prototype_hard_negative","strawberry","fruit","strawberry_gray_mold_fruit","part_or_negative_boundary","not_selected","Boundary/conflict row; use as hard negative to preserve safety."
"89","650","focus_target|router_failure|part_conflict|failed_row|prototype_correct_but_abstained","demo_076","/content/bitirmeprojesi/docs/demo_assets/m2_full_image_set/images/demo_076_strawberry_fruit.jpg","staged_external:docs/demo_assets/m2_full_image_set/images/demo_076_strawberry_fruit.jpg","strawberry__fruit","strawberry","fruit","strawberry_gray_mold_fruit","router_uncertain","strawberry","leaf","","strawberry__fruit","strawberry_gray_mold_fruit","0.64775787","0.09090688","part_conflict","router","fail","add_prototype_hard_negative","strawberry","fruit","strawberry_gray_mold_fruit","part_or_negative_boundary","not_selected","Boundary/conflict row; use as hard negative to preserve safety."
"90","650","focus_target|router_failure|part_conflict|failed_row|prototype_correct_but_abstained","demo_077","/content/bitirmeprojesi/docs/demo_assets/m2_full_image_set/images/demo_077_strawberry_fruit.jpg","staged_external:docs/demo_assets/m2_full_image_set/images/demo_077_strawberry_fruit.jpg","strawberry__fruit","strawberry","fruit","strawberry_gray_mold_fruit","router_uncertain","strawberry","leaf","","strawberry__fruit","strawberry_gray_mold_fruit","0.61910125","0.05271703","part_conflict","router","fail","add_prototype_hard_negative","strawberry","fruit","strawberry_gray_mold_fruit","part_or_negative_boundary","not_selected","Boundary/conflict row; use as hard negative to preserve safety."
"91","650","focus_target|router_failure|part_conflict|failed_row|prototype_correct_but_abstained","demo_078","/content/bitirmeprojesi/docs/demo_assets/m2_full_image_set/images/demo_078_strawberry_fruit.jpg","staged_external:docs/demo_assets/m2_full_image_set/images/demo_078_strawberry_fruit.jpg","strawberry__fruit","strawberry","fruit","strawberry_gray_mold_fruit","router_uncertain","strawberry","leaf","","strawberry__fruit","strawberry_gray_mold_fruit","0.60646118","0.06808034","part_conflict","router","fail","add_prototype_hard_negative","strawberry","fruit","strawberry_gray_mold_fruit","part_or_negative_boundary","not_selected","Boundary/conflict row; use as hard negative to preserve safety."
"92","650","focus_target|router_failure|part_conflict|failed_row|prototype_correct_but_abstained","demo_310","/content/bitirmeprojesi/docs/demo_assets/m2_full_image_set/images/demo_310_strawberry_fruit.jpg","staged_external:docs/demo_assets/m2_full_image_set/images/demo_310_strawberry_fruit.jpg","strawberry__fruit","strawberry","fruit","strawberry_powdery_mildew_fruit","router_uncertain","strawberry","leaf","","strawberry__fruit","strawberry_gray_mold_fruit","0.62357769","0.06196097","part_conflict","router","fail","add_prototype_hard_negative","strawberry","fruit","strawberry_powdery_mildew_fruit","part_or_negative_boundary","not_selected","Boundary/conflict row; use as hard negative to preserve safety."
"93","650","focus_target|router_failure|part_conflict|failed_row|prototype_correct_but_abstained","demo_323","/content/bitirmeprojesi/docs/demo_assets/m2_full_image_set/images/demo_323_strawberry_fruit.jpg","staged_external:docs/demo_assets/m2_full_image_set/images/demo_323_strawberry_fruit.jpg","strawberry__fruit","strawberry","fruit","strawberry_healthy_fruit","router_uncertain","strawberry","leaf","","strawberry__fruit","strawberry_healthy_fruit","0.65422564","0.08048629","part_conflict","router","fail","add_prototype_hard_negative","strawberry","fruit","strawberry_healthy_fruit","part_or_negative_boundary","not_selected","Boundary/conflict row; use as hard negative to preserve safety."
"94","650","focus_target|router_failure|part_conflict|failed_row|prototype_correct_but_abstained","demo_324","/content/bitirmeprojesi/docs/demo_assets/m2_full_image_set/images/demo_324_strawberry_fruit.jpg","staged_external:docs/demo_assets/m2_full_image_set/images/demo_324_strawberry_fruit.jpg","strawberry__fruit","strawberry","fruit","strawberry_healthy_fruit","router_uncertain","strawberry","leaf","","strawberry__fruit","strawberry_powdery_mildew_fruit","0.68644736","0.09394639","part_conflict","router","fail","add_prototype_hard_negative","strawberry","fruit","strawberry_healthy_fruit","part_or_negative_boundary","not_selected","Boundary/conflict row; use as hard negative to preserve safety."
"95","650","focus_target|router_failure|part_conflict|failed_row|prototype_correct_but_abstained","demo_327","/content/bitirmeprojesi/docs/demo_assets/m2_full_image_set/images/demo_327_strawberry_fruit.jpg","staged_external:docs/demo_assets/m2_full_image_set/images/demo_327_strawberry_fruit.jpg","strawberry__fruit","strawberry","fruit","strawberry_healthy_fruit","router_uncertain","strawberry","leaf","","strawberry__fruit","strawberry_healthy_fruit","0.67022259","0.09276025","part_conflict","router","fail","add_prototype_hard_negative","strawberry","fruit","strawberry_healthy_fruit","part_or_negative_boundary","not_selected","Boundary/conflict row; use as hard negative to preserve safety."
"96","650","focus_target|router_failure|part_conflict|failed_row|prototype_correct_but_abstained","demo_331","/content/bitirmeprojesi/docs/demo_assets/m2_full_image_set/images/demo_331_strawberry_fruit.jpg","staged_external:docs/demo_assets/m2_full_image_set/images/demo_331_strawberry_fruit.jpg","strawberry__fruit","strawberry","fruit","strawberry_healthy_fruit","router_uncertain","strawberry","leaf","","strawberry__fruit","strawberry_healthy_fruit","0.66126626","0.09613868","part_conflict","router","fail","add_prototype_hard_negative","strawberry","fruit","strawberry_healthy_fruit","part_or_negative_boundary","not_selected","Boundary/conflict row; use as hard negative to preserve safety."
"97","650","focus_target|router_failure|prototype_policy_not_calibrated|failed_row|high_similarity_wrong_prototype_target","demo_498","/content/bitirmeprojesi/docs/demo_assets/m2_full_image_set/images/demo_498_tomato_leaf.jpg","staged_external:docs/demo_assets/m2_full_image_set/images/demo_498_tomato_leaf.jpg","tomato__leaf","tomato","leaf","domates_sağlıklı_yaprak","unknown_crop","potato","leaf","","tomato__fruit","domates_sağlıklı_meyve","0.64758572","0.04207815","prototype_policy_not_calibrated","router","fail","add_prototype_hard_negative","tomato","leaf","domates_sağlıklı_yaprak","wrong_target_close_match","not_selected","Prototype/router evidence was close to wrong target; use as hard negative, not positive."
"98","640","focus_target|router_failure|negative_prototype_too_close|failed_row|prototype_correct_but_abstained","demo_033","/content/bitirmeprojesi/docs/demo_assets/m2_full_image_set/images/demo_033_tomato_leaf.jpg","staged_external:docs/demo_assets/m2_full_image_set/images/demo_033_tomato_leaf.jpg","tomato__leaf","tomato","leaf","domates_bacterial_spot_and_speck_yaprak","router_uncertain","tomato","unknown","","tomato__leaf","domates_bacterial_spot_and_speck_yaprak","0.63783835","0.05048051","negative_prototype_too_close","router","fail","add_prototype_hard_negative","tomato","leaf","domates_bacterial_spot_and_speck_yaprak","part_or_negative_boundary","not_selected","Boundary/conflict row; use as hard negative to preserve safety."
"99","640","focus_target|router_failure|negative_prototype_too_close|failed_row|prototype_correct_but_abstained","demo_068","/content/bitirmeprojesi/docs/demo_assets/m2_full_image_set/images/demo_068_tomato_leaf.png","staged_external:docs/demo_assets/m2_full_image_set/images/demo_068_tomato_leaf.png","tomato__leaf","tomato","leaf","domates_early_blight_yaprak","router_uncertain","tomato","leaf","","tomato__leaf","domates_bacterial_spot_and_speck_yaprak","0.59960722","0.05796721","negative_prototype_too_close","router","fail","add_prototype_hard_negative","tomato","leaf","domates_early_blight_yaprak","part_or_negative_boundary","not_selected","Boundary/conflict row; use as hard negative to preserve safety."
"100","630","focus_target|router_failure|negative_prototype_too_close|failed_row|high_similarity_wrong_prototype_target","demo_165","/content/bitirmeprojesi/docs/demo_assets/m2_full_image_set/images/demo_165_apricot_fruit.jpg","staged_external:docs/demo_assets/m2_full_image_set/images/demo_165_apricot_fruit.jpg","apricot__fruit","apricot","fruit","kayısıda_yaprak_delen_çil_hastalığı_meyve_128","unknown_crop","plum","unknown","","apricot__leaf","kayısı_yaprak_delen_çil_hastalığı_yaprak_300","0.67312654","0.0881793","negative_prototype_too_close","router","fail","add_prototype_hard_negative","apricot","fruit","kayısıda_yaprak_delen_çil_hastalığı_meyve_128","wrong_target_close_match","not_selected","Prototype/router evidence was close to wrong target; use as hard negative, not positive."
"101","490","focus_target|prototype_evidence_weak|low_prototype_margin|high_similarity_wrong_prototype_target","demo_533","/content/bitirmeprojesi/docs/demo_assets/m2_full_image_set/images/demo_533_tomato_fruit.jpg","staged_external:docs/demo_assets/m2_full_image_set/images/demo_533_tomato_fruit.jpg","tomato__fruit","tomato","fruit","","router_uncertain","tomato","leaf","","tomato__leaf","domates_spotted_wilt_yaprak","0.56998711","0.02402578","prototype_evidence_weak","","pass","add_prototype_hard_negative","tomato","fruit","","hard_negative_classless_probe","not_selected","Classless supported probe; not used as disease positive. Keep as hard negative/boundary example."
"102","490","focus_target|prototype_evidence_weak|low_prototype_margin|high_similarity_wrong_prototype_target","demo_540","/content/bitirmeprojesi/docs/demo_assets/m2_full_image_set/images/demo_540_tomato_leaf.jpg","staged_external:docs/demo_assets/m2_full_image_set/images/demo_540_tomato_leaf.jpg","tomato__leaf","tomato","leaf","","router_uncertain","tomato","fruit","","tomato__fruit","domates_sağlıklı_meyve","0.61330161","0.01373875","prototype_evidence_weak","","pass","add_prototype_hard_negative","tomato","leaf","","hard_negative_classless_probe","not_selected","Classless supported probe; not used as disease positive. Keep as hard negative/boundary example."
"103","450","focus_target|prototype_evidence_weak|high_similarity_wrong_prototype_target","demo_585","/content/bitirmeprojesi/docs/demo_assets/m2_full_image_set/images/demo_585_apricot_fruit.jpg","staged_external:docs/demo_assets/m2_full_image_set/images/demo_585_apricot_fruit.jpg","apricot__fruit","apricot","fruit","","unknown_crop","pear","unknown","","apricot__leaf","kayısı_sağlıklı_yaprak_302","0.59772221","0.04566111","prototype_evidence_weak","","pass","add_prototype_hard_negative","apricot","fruit","","hard_negative_classless_probe","not_selected","Classless supported probe; not used as disease positive. Keep as hard negative/boundary example."
"104","450","focus_target|negative_prototype_too_close|low_prototype_margin|high_similarity_wrong_prototype_target","demo_538","/content/bitirmeprojesi/docs/demo_assets/m2_full_image_set/images/demo_538_tomato_leaf.jpg","staged_external:docs/demo_assets/m2_full_image_set/images/demo_538_tomato_leaf.jpg","tomato__leaf","tomato","leaf","","router_uncertain","tomato","leaf","","tomato__fruit","domates_late_blight_meyve","0.61792029","0.00503991","negative_prototype_too_close","","pass","add_prototype_hard_negative","tomato","leaf","","hard_negative_classless_probe","not_selected","Classless supported probe; not used as disease positive. Keep as hard negative/boundary example."
"105","450","focus_target|negative_prototype_too_close|low_prototype_margin|high_similarity_wrong_prototype_target","demo_543","/content/bitirmeprojesi/docs/demo_assets/m2_full_image_set/images/demo_543_tomato_leaf.jpg","staged_external:docs/demo_assets/m2_full_image_set/images/demo_543_tomato_leaf.jpg","tomato__leaf","tomato","leaf","","router_uncertain","tomato","leaf","","tomato__fruit","domates_late_blight_meyve","0.61716245","0.01027645","negative_prototype_too_close","","pass","add_prototype_hard_negative","tomato","leaf","","hard_negative_classless_probe","not_selected","Classless supported probe; not used as disease positive. Keep as hard negative/boundary example."
"106","430","focus_target|prototype_policy_not_calibrated|high_similarity_wrong_prototype_target","demo_536","/content/bitirmeprojesi/docs/demo_assets/m2_full_image_set/images/demo_536_tomato_leaf.jpg","staged_external:docs/demo_assets/m2_full_image_set/images/demo_536_tomato_leaf.jpg","tomato__leaf","tomato","leaf","","router_uncertain","tomato","leaf","","tomato__fruit","domates_sağlıklı_meyve","0.63760822","0.06913056","prototype_policy_not_calibrated","","pass","add_prototype_hard_negative","tomato","leaf","","hard_negative_classless_probe","not_selected","Classless supported probe; not used as disease positive. Keep as hard negative/boundary example."
"107","430","focus_target|prototype_policy_not_calibrated|high_similarity_wrong_prototype_target","demo_537","/content/bitirmeprojesi/docs/demo_assets/m2_full_image_set/images/demo_537_tomato_leaf.jpg","staged_external:docs/demo_assets/m2_full_image_set/images/demo_537_tomato_leaf.jpg","tomato__leaf","tomato","leaf","","router_uncertain","tomato","leaf","","tomato__fruit","domates_sağlıklı_meyve","0.63893186","0.06341347","prototype_policy_not_calibrated","","pass","add_prototype_hard_negative","tomato","leaf","","hard_negative_classless_probe","not_selected","Classless supported probe; not used as disease positive. Keep as hard negative/boundary example."
"108","430","focus_target|prototype_policy_not_calibrated|high_similarity_wrong_prototype_target","demo_542","/content/bitirmeprojesi/docs/demo_assets/m2_full_image_set/images/demo_542_tomato_leaf.jpg","staged_external:docs/demo_assets/m2_full_image_set/images/demo_542_tomato_leaf.jpg","tomato__leaf","tomato","leaf","","router_uncertain","tomato","leaf","","tomato__fruit","domates_sağlıklı_meyve","0.60480881","0.04585428","prototype_policy_not_calibrated","","pass","add_prototype_hard_negative","tomato","leaf","","hard_negative_classless_probe","not_selected","Classless supported probe; not used as disease positive. Keep as hard negative/boundary example."
"109","430","focus_target|prototype_policy_not_calibrated|high_similarity_wrong_prototype_target","demo_544","/content/bitirmeprojesi/docs/demo_assets/m2_full_image_set/images/demo_544_tomato_leaf.jpg","staged_external:docs/demo_assets/m2_full_image_set/images/demo_544_tomato_leaf.jpg","tomato__leaf","tomato","leaf","","router_uncertain","tomato","leaf","","tomato__fruit","domates_sağlıklı_meyve","0.61682329","0.04337241","prototype_policy_not_calibrated","","pass","add_prototype_hard_negative","tomato","leaf","","hard_negative_classless_probe","not_selected","Classless supported probe; not used as disease positive. Keep as hard negative/boundary example."
"110","420","focus_target|prototype_evidence_weak|low_prototype_margin","demo_587","/content/bitirmeprojesi/docs/demo_assets/m2_full_image_set/images/demo_587_apricot_fruit.jpg","staged_external:docs/demo_assets/m2_full_image_set/images/demo_587_apricot_fruit.jpg","apricot__fruit","apricot","fruit","","unknown_crop","almond","unknown","","apricot__fruit","kayısıda_yaprak_delen_çil_hastalığı_meyve_128","0.53798296","0.01131104","prototype_evidence_weak","","pass","exclude_ambiguous","apricot","fruit","","classless_probe_excluded_from_disease_positive","not_selected","Classless supported probe; excluded from disease-class prototype/adaptor positives."
"111","420","focus_target|prototype_evidence_weak|low_prototype_margin","demo_588","/content/bitirmeprojesi/docs/demo_assets/m2_full_image_set/images/demo_588_apricot_fruit.jpg","staged_external:docs/demo_assets/m2_full_image_set/images/demo_588_apricot_fruit.jpg","apricot__fruit","apricot","fruit","","unknown_crop","cotton","unknown","","apricot__leaf","kayısı_sağlıklı_yaprak_302","0.54594419","0.00037661","prototype_evidence_weak","","pass","add_prototype_hard_negative","apricot","fruit","","hard_negative_classless_probe","not_selected","Classless supported probe; not used as disease positive. Keep as hard negative/boundary example."
"112","420","focus_target|prototype_evidence_weak|low_prototype_margin","demo_589","/content/bitirmeprojesi/docs/demo_assets/m2_full_image_set/images/demo_589_apricot_fruit.jpg","staged_external:docs/demo_assets/m2_full_image_set/images/demo_589_apricot_fruit.jpg","apricot__fruit","apricot","fruit","","unknown_crop","plum","unknown","","apricot__fruit","kayısı_sağlıklı_meyve_800","0.58822888","0.02051985","prototype_evidence_weak","","pass","exclude_ambiguous","apricot","fruit","","classless_probe_excluded_from_disease_positive","not_selected","Classless supported probe; excluded from disease-class prototype/adaptor positives."
"113","420","focus_target|prototype_evidence_weak|low_prototype_margin","demo_590","/content/bitirmeprojesi/docs/demo_assets/m2_full_image_set/images/demo_590_apricot_fruit.jpg","staged_external:docs/demo_assets/m2_full_image_set/images/demo_590_apricot_fruit.jpg","apricot__fruit","apricot","fruit","","unknown_crop","","","","apricot__fruit","kayısı_sağlıklı_meyve_800","0.54834576","0.01248479","prototype_evidence_weak","","pass","exclude_ambiguous","apricot","fruit","","classless_probe_excluded_from_disease_positive","not_selected","Classless supported probe; excluded from disease-class prototype/adaptor positives."
"114","420","focus_target|prototype_evidence_weak|low_prototype_margin","demo_592","/content/bitirmeprojesi/docs/demo_assets/m2_full_image_set/images/demo_592_apricot_fruit.jpg","staged_external:docs/demo_assets/m2_full_image_set/images/demo_592_apricot_fruit.jpg","apricot__fruit","apricot","fruit","","unknown_crop","","","","apricot__fruit","kayısıda_şarka_virüsü_meyve_230","0.56866242","0.02639152","prototype_evidence_weak","","pass","exclude_ambiguous","apricot","fruit","","classless_probe_excluded_from_disease_positive","not_selected","Classless supported probe; excluded from disease-class prototype/adaptor positives."
"115","420","focus_target|prototype_evidence_weak|low_prototype_margin","demo_593","/content/bitirmeprojesi/docs/demo_assets/m2_full_image_set/images/demo_593_apricot_fruit.jpg","staged_external:docs/demo_assets/m2_full_image_set/images/demo_593_apricot_fruit.jpg","apricot__fruit","apricot","fruit","","unknown_crop","plum","unknown","","apricot__fruit","kayısı_sağlıklı_meyve_800","0.57422864","0.02005227","prototype_evidence_weak","","pass","exclude_ambiguous","apricot","fruit","","classless_probe_excluded_from_disease_positive","not_selected","Classless supported probe; excluded from disease-class prototype/adaptor positives."
"116","420","focus_target|prototype_evidence_weak|low_prototype_margin","demo_594","/content/bitirmeprojesi/docs/demo_assets/m2_full_image_set/images/demo_594_apricot_fruit.jpg","staged_external:docs/demo_assets/m2_full_image_set/images/demo_594_apricot_fruit.jpg","apricot__fruit","apricot","fruit","","unknown_crop","almond","unknown","","apricot__fruit","kayısıda_yaprak_delen_çil_hastalığı_meyve_128","0.5331677","0.01925655","prototype_evidence_weak","","pass","exclude_ambiguous","apricot","fruit","","classless_probe_excluded_from_disease_positive","not_selected","Classless supported probe; excluded from disease-class prototype/adaptor positives."
"117","420","focus_target|prototype_evidence_weak|low_prototype_margin","demo_525","/content/bitirmeprojesi/docs/demo_assets/m2_full_image_set/images/demo_525_tomato_fruit.jpg","staged_external:docs/demo_assets/m2_full_image_set/images/demo_525_tomato_fruit.jpg","tomato__fruit","tomato","fruit","","unknown_crop","eggplant","unknown","","tomato__fruit","domates_blossom_end_rot_meyve","0.57716879","0.01618449","prototype_evidence_weak","","pass","exclude_ambiguous","tomato","fruit","","classless_probe_excluded_from_disease_positive","not_selected","Classless supported probe; excluded from disease-class prototype/adaptor positives."
"118","420","focus_target|prototype_evidence_weak|low_prototype_margin","demo_526","/content/bitirmeprojesi/docs/demo_assets/m2_full_image_set/images/demo_526_tomato_fruit.jpg","staged_external:docs/demo_assets/m2_full_image_set/images/demo_526_tomato_fruit.jpg","tomato__fruit","tomato","fruit","","unknown_crop","eggplant","unknown","","tomato__fruit","domates_blossom_end_rot_meyve","0.54216462","0.00262165","prototype_evidence_weak","","pass","exclude_ambiguous","tomato","fruit","","classless_probe_excluded_from_disease_positive","not_selected","Classless supported probe; excluded from disease-class prototype/adaptor positives."
"119","420","focus_target|prototype_evidence_weak|low_prototype_margin","demo_527","/content/bitirmeprojesi/docs/demo_assets/m2_full_image_set/images/demo_527_tomato_fruit.jpg","staged_external:docs/demo_assets/m2_full_image_set/images/demo_527_tomato_fruit.jpg","tomato__fruit","tomato","fruit","","unknown_crop","eggplant","unknown","","tomato__fruit","domates_late_blight_meyve","0.62605042","0.0251445","prototype_evidence_weak","","pass","exclude_ambiguous","tomato","fruit","","classless_probe_excluded_from_disease_positive","not_selected","Classless supported probe; excluded from disease-class prototype/adaptor positives."
"120","420","focus_target|prototype_evidence_weak|low_prototype_margin","demo_530","/content/bitirmeprojesi/docs/demo_assets/m2_full_image_set/images/demo_530_tomato_fruit.jpg","staged_external:docs/demo_assets/m2_full_image_set/images/demo_530_tomato_fruit.jpg","tomato__fruit","tomato","fruit","","unknown_crop","eggplant","unknown","","tomato__fruit","domates_blossom_end_rot_meyve","0.57223017","0.00417404","prototype_evidence_weak","","pass","exclude_ambiguous","tomato","fruit","","classless_probe_excluded_from_disease_positive","not_selected","Classless supported probe; excluded from disease-class prototype/adaptor positives."
"121","420","focus_target|prototype_evidence_weak|low_prototype_margin","demo_531","/content/bitirmeprojesi/docs/demo_assets/m2_full_image_set/images/demo_531_tomato_fruit.jpg","staged_external:docs/demo_assets/m2_full_image_set/images/demo_531_tomato_fruit.jpg","tomato__fruit","tomato","fruit","","router_uncertain","tomato","leaf","","tomato__fruit","domates_sağlıklı_meyve","0.57422446","0.00087053","prototype_evidence_weak","","pass","exclude_ambiguous","tomato","fruit","","classless_probe_excluded_from_disease_positive","not_selected","Classless supported probe; excluded from disease-class prototype/adaptor positives."
"122","390","focus_target|part_conflict|low_prototype_margin","demo_549","/content/bitirmeprojesi/docs/demo_assets/m2_full_image_set/images/demo_549_strawberry_fruit.jpg","staged_external:docs/demo_assets/m2_full_image_set/images/demo_549_strawberry_fruit.jpg","strawberry__fruit","strawberry","fruit","","router_uncertain","strawberry","leaf","","strawberry__fruit","strawberry_powdery_mildew_fruit","0.55061533","0.02627881","part_conflict","","pass","add_prototype_hard_negative","strawberry","fruit","","hard_negative_classless_probe","not_selected","Classless supported probe; not used as disease positive. Keep as hard negative/boundary example."
"123","380","focus_target|negative_prototype_too_close|low_prototype_margin","demo_545","/content/bitirmeprojesi/docs/demo_assets/m2_full_image_set/images/demo_545_strawberry_fruit.jpg","staged_external:docs/demo_assets/m2_full_image_set/images/demo_545_strawberry_fruit.jpg","strawberry__fruit","strawberry","fruit","","router_uncertain","strawberry","leaf","","strawberry__fruit","strawberry_gray_mold_fruit","0.52969429","0.00556143","negative_prototype_too_close","","pass","add_prototype_hard_negative","strawberry","fruit","","hard_negative_classless_probe","not_selected","Classless supported probe; not used as disease positive. Keep as hard negative/boundary example."
"124","380","focus_target|negative_prototype_too_close|low_prototype_margin","demo_546","/content/bitirmeprojesi/docs/demo_assets/m2_full_image_set/images/demo_546_strawberry_fruit.jpg","staged_external:docs/demo_assets/m2_full_image_set/images/demo_546_strawberry_fruit.jpg","strawberry__fruit","strawberry","fruit","","router_uncertain","strawberry","leaf","","strawberry__fruit","strawberry_powdery_mildew_fruit","0.55478606","0.0022159","negative_prototype_too_close","","pass","add_prototype_hard_negative","strawberry","fruit","","hard_negative_classless_probe","not_selected","Classless supported probe; not used as disease positive. Keep as hard negative/boundary example."
