image_id,source,expected_target,expected_behavior,notes,disease_class
demo_145,local_test_pool:data/prepared_runtime_datasets/apricot__fruit/test/kayısıda_çiçek_monilyası_meyve_40/Kaysıda Çiçek Monilyası 119.JPG,apricot__fruit,known supported disease class: kayısıda_çiçek_monilyası_meyve_40; disease answer or review expected,supported disease coverage for apricot__fruit; split=test,kayısıda_çiçek_monilyası_meyve_40
demo_326,local_test_pool:data/prepared_runtime_datasets/strawberry__fruit/test/strawberry_powdery_mildew_fruit/powdery_mildew_fruit_103.jpg,strawberry__fruit,known supported disease class: strawberry_powdery_mildew_fruit; disease answer or review expected,supported disease coverage for strawberry__fruit; split=test,strawberry_powdery_mildew_fruit
demo_327,local_test_pool:data/prepared_runtime_datasets/strawberry__fruit/test/strawberry_powdery_mildew_fruit/powdery_mildew_fruit_106.jpg,strawberry__fruit,known supported disease class: strawberry_powdery_mildew_fruit; disease answer or review expected,supported disease coverage for strawberry__fruit; split=test,strawberry_powdery_mildew_fruit
demo_328,local_test_pool:data/prepared_runtime_datasets/strawberry__fruit/test/strawberry_powdery_mildew_fruit/powdery_mildew_fruit_11.jpg,strawberry__fruit,known supported disease class: strawberry_powdery_mildew_fruit; disease answer or review expected,supported disease coverage for strawberry__fruit; split=test,strawberry_powdery_mildew_fruit
demo_329,local_test_pool:data/prepared_runtime_datasets/strawberry__fruit/test/strawberry_powdery_mildew_fruit/powdery_mildew_fruit_112.jpg,strawberry__fruit,known supported disease class: strawberry_powdery_mildew_fruit; disease answer or review expected,supported disease coverage for strawberry__fruit; split=test,strawberry_powdery_mildew_fruit
demo_330,local_test_pool:data/prepared_runtime_datasets/strawberry__fruit/test/strawberry_powdery_mildew_fruit/powdery_mildew_fruit_119.jpg,strawberry__fruit,known supported disease class: strawberry_powdery_mildew_fruit; disease answer or review expected,supported disease coverage for strawberry__fruit; split=test,strawberry_powdery_mildew_fruit
demo_331,local_test_pool:data/prepared_runtime_datasets/strawberry__fruit/test/strawberry_powdery_mildew_fruit/powdery_mildew_fruit_123.jpg,strawberry__fruit,known supported disease class: strawberry_powdery_mildew_fruit; disease answer or review expected,supported disease coverage for strawberry__fruit; split=test,strawberry_powdery_mildew_fruit
demo_332,local_test_pool:data/prepared_runtime_datasets/strawberry__fruit/test/strawberry_powdery_mildew_fruit/powdery_mildew_fruit_16.jpg,strawberry__fruit,known supported disease class: strawberry_powdery_mildew_fruit; disease answer or review expected,supported disease coverage for strawberry__fruit; split=test,strawberry_powdery_mildew_fruit
demo_333,local_test_pool:data/prepared_runtime_datasets/strawberry__fruit/test/strawberry_powdery_mildew_fruit/powdery_mildew_fruit_2.jpg,strawberry__fruit,known supported disease class: strawberry_powdery_mildew_fruit; disease answer or review expected,supported disease coverage for strawberry__fruit; split=test,strawberry_powdery_mildew_fruit
demo_334,local_test_pool:data/prepared_runtime_datasets/strawberry__fruit/test/strawberry_powdery_mildew_fruit/powdery_mildew_fruit_25.jpg,strawberry__fruit,known supported disease class: strawberry_powdery_mildew_fruit; disease answer or review expected,supported disease coverage for strawberry__fruit; split=test,strawberry_powdery_mildew_fruit
demo_335,local_test_pool:data/prepared_runtime_datasets/strawberry__leaf/test/strawberry_leaf_scorch_leaf/Strawberry___Leaf_scorch_100.jpg,strawberry__leaf,known supported disease class: strawberry_leaf_scorch_leaf; disease answer or review expected,supported disease coverage for strawberry__leaf; split=test,strawberry_leaf_scorch_leaf
demo_336,local_test_pool:data/prepared_runtime_datasets/strawberry__leaf/test/strawberry_leaf_scorch_leaf/Strawberry___Leaf_scorch_396.jpg,strawberry__leaf,known supported disease class: strawberry_leaf_scorch_leaf; disease answer or review expected,supported disease coverage for strawberry__leaf; split=test,strawberry_leaf_scorch_leaf
demo_337,local_test_pool:data/prepared_runtime_datasets/strawberry__leaf/test/strawberry_leaf_scorch_leaf/Strawberry___Leaf_scorch_399.jpg,strawberry__leaf,known supported disease class: strawberry_leaf_scorch_leaf; disease answer or review expected,supported disease coverage for strawberry__leaf; split=test,strawberry_leaf_scorch_leaf
demo_338,local_test_pool:data/prepared_runtime_datasets/strawberry__leaf/test/strawberry_leaf_scorch_leaf/Strawberry___Leaf_scorch_400.jpg,strawberry__leaf,known supported disease class: strawberry_leaf_scorch_leaf; disease answer or review expected,supported disease coverage for strawberry__leaf; split=test,strawberry_leaf_scorch_leaf
demo_339,local_test_pool:data/prepared_runtime_datasets/strawberry__leaf/test/strawberry_leaf_scorch_leaf/Strawberry___Leaf_scorch_403.jpg,strawberry__leaf,known supported disease class: strawberry_leaf_scorch_leaf; disease answer or review expected,supported disease coverage for strawberry__leaf; split=test,strawberry_leaf_scorch_leaf
demo_340,local_test_pool:data/prepared_runtime_datasets/strawberry__leaf/test/strawberry_leaf_scorch_leaf/Strawberry___Leaf_scorch_406.jpg,strawberry__leaf,known supported disease class: strawberry_leaf_scorch_leaf; disease answer or review expected,supported disease coverage for strawberry__leaf; split=test,strawberry_leaf_scorch_leaf
demo_341,local_test_pool:data/prepared_runtime_datasets/strawberry__leaf/test/strawberry_leaf_scorch_leaf/Strawberry___Leaf_scorch_409.jpg,strawberry__leaf,known supported disease class: strawberry_leaf_scorch_leaf; disease answer or review expected,supported disease coverage for strawberry__leaf; split=test,strawberry_leaf_scorch_leaf
demo_342,local_test_pool:data/prepared_runtime_datasets/strawberry__leaf/test/strawberry_leaf_scorch_leaf/Strawberry___Leaf_scorch_412.jpg,strawberry__leaf,known supported disease class: strawberry_leaf_scorch_leaf; disease answer or review expected,supported disease coverage for strawberry__leaf; split=test,strawberry_leaf_scorch_leaf
demo_343,local_test_pool:data/prepared_runtime_datasets/strawberry__leaf/test/strawberry_leaf_scorch_leaf/Strawberry___Leaf_scorch_415.jpg,strawberry__leaf,known supported disease class: strawberry_leaf_scorch_leaf; disease answer or review expected,supported disease coverage for strawberry__leaf; split=test,strawberry_leaf_scorch_leaf
demo_344,local_test_pool:data/prepared_runtime_datasets/strawberry__leaf/test/strawberry_leaf_scorch_leaf/Strawberry___Leaf_scorch_418.jpg,strawberry__leaf,known supported disease class: strawberry_leaf_scorch_leaf; disease answer or review expected,supported disease coverage for strawberry__leaf; split=test,strawberry_leaf_scorch_leaf
demo_345,local_test_pool:data/prepared_runtime_datasets/strawberry__leaf/test/strawberry_leaf_spot_leaf/leaf_spot_100.jpg,strawberry__leaf,known supported disease class: strawberry_leaf_spot_leaf; disease answer or review expected,supported disease coverage for strawberry__leaf; split=test,strawberry_leaf_spot_leaf
demo_346,local_test_pool:data/prepared_runtime_datasets/strawberry__leaf/test/strawberry_leaf_spot_leaf/leaf_spot_312.jpg,strawberry__leaf,known supported disease class: strawberry_leaf_spot_leaf; disease answer or review expected,supported disease coverage for strawberry__leaf; split=test,strawberry_leaf_spot_leaf
demo_347,local_test_pool:data/prepared_runtime_datasets/strawberry__leaf/test/strawberry_leaf_spot_leaf/leaf_spot_316.jpg,strawberry__leaf,known supported disease class: strawberry_leaf_spot_leaf; disease answer or review expected,supported disease coverage for strawberry__leaf; split=test,strawberry_leaf_spot_leaf
demo_348,local_test_pool:data/prepared_runtime_datasets/strawberry__leaf/test/strawberry_leaf_spot_leaf/leaf_spot_319.jpg,strawberry__leaf,known supported disease class: strawberry_leaf_spot_leaf; disease answer or review expected,supported disease coverage for strawberry__leaf; split=test,strawberry_leaf_spot_leaf
demo_349,local_test_pool:data/prepared_runtime_datasets/strawberry__leaf/test/strawberry_leaf_spot_leaf/leaf_spot_321.jpg,strawberry__leaf,known supported disease class: strawberry_leaf_spot_leaf; disease answer or review expected,supported disease coverage for strawberry__leaf; split=test,strawberry_leaf_spot_leaf
demo_350,local_test_pool:data/prepared_runtime_datasets/strawberry__leaf/test/strawberry_leaf_spot_leaf/leaf_spot_324.jpg,strawberry__leaf,known supported disease class: strawberry_leaf_spot_leaf; disease answer or review expected,supported disease coverage for strawberry__leaf; split=test,strawberry_leaf_spot_leaf
demo_351,local_test_pool:data/prepared_runtime_datasets/strawberry__leaf/test/strawberry_leaf_spot_leaf/leaf_spot_327.jpg,strawberry__leaf,known supported disease class: strawberry_leaf_spot_leaf; disease answer or review expected,supported disease coverage for strawberry__leaf; split=test,strawberry_leaf_spot_leaf
demo_352,local_test_pool:data/prepared_runtime_datasets/strawberry__leaf/test/strawberry_leaf_spot_leaf/leaf_spot_330.jpg,strawberry__leaf,known supported disease class: strawberry_leaf_spot_leaf; disease answer or review expected,supported disease coverage for strawberry__leaf; split=test,strawberry_leaf_spot_leaf
demo_353,local_test_pool:data/prepared_runtime_datasets/strawberry__leaf/test/strawberry_leaf_spot_leaf/leaf_spot_333.jpg,strawberry__leaf,known supported disease class: strawberry_leaf_spot_leaf; disease answer or review expected,supported disease coverage for strawberry__leaf; split=test,strawberry_leaf_spot_leaf
demo_354,local_test_pool:data/prepared_runtime_datasets/strawberry__leaf/test/strawberry_leaf_spot_leaf/leaf_spot_336.jpg,strawberry__leaf,known supported disease class: strawberry_leaf_spot_leaf; disease answer or review expected,supported disease coverage for strawberry__leaf; split=test,strawberry_leaf_spot_leaf
demo_355,local_test_pool:data/prepared_runtime_datasets/strawberry__leaf/test/strawberry_powdery_mildew_leaf/powdery_mildew_leaf_100.jpg,strawberry__leaf,known supported disease class: strawberry_powdery_mildew_leaf; disease answer or review expected,supported disease coverage for strawberry__leaf; split=test,strawberry_powdery_mildew_leaf
demo_356,local_test_pool:data/prepared_runtime_datasets/strawberry__leaf/test/strawberry_powdery_mildew_leaf/powdery_mildew_leaf_270.jpg,strawberry__leaf,known supported disease class: strawberry_powdery_mildew_leaf; disease answer or review expected,supported disease coverage for strawberry__leaf; split=test,strawberry_powdery_mildew_leaf
demo_357,local_test_pool:data/prepared_runtime_datasets/strawberry__leaf/test/strawberry_powdery_mildew_leaf/powdery_mildew_leaf_273.jpg,strawberry__leaf,known supported disease class: strawberry_powdery_mildew_leaf; disease answer or review expected,supported disease coverage for strawberry__leaf; split=test,strawberry_powdery_mildew_leaf
demo_358,local_test_pool:data/prepared_runtime_datasets/strawberry__leaf/test/strawberry_powdery_mildew_leaf/powdery_mildew_leaf_276.jpg,strawberry__leaf,known supported disease class: strawberry_powdery_mildew_leaf; disease answer or review expected,supported disease coverage for strawberry__leaf; split=test,strawberry_powdery_mildew_leaf
demo_359,local_test_pool:data/prepared_runtime_datasets/strawberry__leaf/test/strawberry_powdery_mildew_leaf/powdery_mildew_leaf_279.jpg,strawberry__leaf,known supported disease class: strawberry_powdery_mildew_leaf; disease answer or review expected,supported disease coverage for strawberry__leaf; split=test,strawberry_powdery_mildew_leaf
demo_360,local_test_pool:data/prepared_runtime_datasets/strawberry__leaf/test/strawberry_powdery_mildew_leaf/powdery_mildew_leaf_281.jpg,strawberry__leaf,known supported disease class: strawberry_powdery_mildew_leaf; disease answer or review expected,supported disease coverage for strawberry__leaf; split=test,strawberry_powdery_mildew_leaf
demo_361,local_test_pool:data/prepared_runtime_datasets/strawberry__leaf/test/strawberry_powdery_mildew_leaf/powdery_mildew_leaf_284.jpg,strawberry__leaf,known supported disease class: strawberry_powdery_mildew_leaf; disease answer or review expected,supported disease coverage for strawberry__leaf; split=test,strawberry_powdery_mildew_leaf
demo_362,local_test_pool:data/prepared_runtime_datasets/strawberry__leaf/test/strawberry_powdery_mildew_leaf/powdery_mildew_leaf_287.jpg,strawberry__leaf,known supported disease class: strawberry_powdery_mildew_leaf; disease answer or review expected,supported disease coverage for strawberry__leaf; split=test,strawberry_powdery_mildew_leaf
demo_363,local_test_pool:data/prepared_runtime_datasets/strawberry__leaf/test/strawberry_powdery_mildew_leaf/powdery_mildew_leaf_29.jpg,strawberry__leaf,known supported disease class: strawberry_powdery_mildew_leaf; disease answer or review expected,supported disease coverage for strawberry__leaf; split=test,strawberry_powdery_mildew_leaf
demo_364,local_test_pool:data/prepared_runtime_datasets/strawberry__leaf/test/strawberry_powdery_mildew_leaf/powdery_mildew_leaf_292.jpg,strawberry__leaf,known supported disease class: strawberry_powdery_mildew_leaf; disease answer or review expected,supported disease coverage for strawberry__leaf; split=test,strawberry_powdery_mildew_leaf
demo_365,local_test_pool:data/prepared_runtime_datasets/tomato__fruit/test/domates_antraknoz_meyve/Kaggle_test_anthracnose_18_png.rf.207289ef35095182cc6da2f98636f8df.jpg,tomato__fruit,known supported disease class: domates_antraknoz_meyve; disease answer or review expected,supported disease coverage for tomato__fruit; split=test,domates_antraknoz_meyve
demo_366,local_test_pool:data/prepared_runtime_datasets/tomato__fruit/test/domates_antraknoz_meyve/Kaggle_train_anthracnose_10_zoom_2_png.rf.f80b2011ed96c63958f39b7c1358467a.jpg,tomato__fruit,known supported disease class: domates_antraknoz_meyve; disease answer or review expected,supported disease coverage for tomato__fruit; split=test,domates_antraknoz_meyve
demo_367,local_test_pool:data/prepared_runtime_datasets/tomato__fruit/test/domates_antraknoz_meyve/Kaggle_train_anthracnose_12-Copy_png.rf.d8e8dba62cee137482d1172513315a20.jpg,tomato__fruit,known supported disease class: domates_antraknoz_meyve; disease answer or review expected,supported disease coverage for tomato__fruit; split=test,domates_antraknoz_meyve
demo_368,local_test_pool:data/prepared_runtime_datasets/tomato__fruit/test/domates_antraknoz_meyve/Kaggle_train_anthracnose_16_zoom_3_png.rf.8d5c2d6258a8360cbeebebadb1765baf.jpg,tomato__fruit,known supported disease class: domates_antraknoz_meyve; disease answer or review expected,supported disease coverage for tomato__fruit; split=test,domates_antraknoz_meyve
demo_369,local_test_pool:data/prepared_runtime_datasets/tomato__fruit/test/domates_antraknoz_meyve/Kaggle_train_anthracnose_19-Copy_png.rf.7525048ab217901948bfc64393ad5b43.jpg,tomato__fruit,known supported disease class: domates_antraknoz_meyve; disease answer or review expected,supported disease coverage for tomato__fruit; split=test,domates_antraknoz_meyve
demo_370,local_test_pool:data/prepared_runtime_datasets/tomato__fruit/test/domates_antraknoz_meyve/Kaggle_train_anthracnose_22_zoom_1_png.rf.0965f4a6e11e72b6a405d0e9231e0b14.jpg,tomato__fruit,known supported disease class: domates_antraknoz_meyve; disease answer or review expected,supported disease coverage for tomato__fruit; split=test,domates_antraknoz_meyve
demo_371,local_test_pool:data/prepared_runtime_datasets/tomato__fruit/test/domates_antraknoz_meyve/Kaggle_train_anthracnose_24-Copy_png.rf.e93f114f28a88c99d1ba5cb5d9c04c9b.jpg,tomato__fruit,known supported disease class: domates_antraknoz_meyve; disease answer or review expected,supported disease coverage for tomato__fruit; split=test,domates_antraknoz_meyve
demo_372,local_test_pool:data/prepared_runtime_datasets/tomato__fruit/test/domates_antraknoz_meyve/Kaggle_train_anthracnose_3-Copy_png.rf.6cc0f31a793088eea812ca66ddc12403.jpg,tomato__fruit,known supported disease class: domates_antraknoz_meyve; disease answer or review expected,supported disease coverage for tomato__fruit; split=test,domates_antraknoz_meyve
demo_373,local_test_pool:data/prepared_runtime_datasets/tomato__fruit/test/domates_antraknoz_meyve/Kaggle_train_anthracnose_5-Copy_png.rf.85e68af386511df8beb4e150e4d357f5.jpg,tomato__fruit,known supported disease class: domates_antraknoz_meyve; disease answer or review expected,supported disease coverage for tomato__fruit; split=test,domates_antraknoz_meyve
demo_374,local_test_pool:data/prepared_runtime_datasets/tomato__fruit/test/domates_antraknoz_meyve/Kaggle_train_anthracnose_6_zoom_4_png.rf.cc6b4023bf2945edcb596399ba776e48.jpg,tomato__fruit,known supported disease class: domates_antraknoz_meyve; disease answer or review expected,supported disease coverage for tomato__fruit; split=test,domates_antraknoz_meyve
demo_375,local_test_pool:data/prepared_runtime_datasets/tomato__fruit/test/domates_bacterial_spot_and_speck_meyve/tomato_bacterial_leaf_spot_147.jpg,tomato__fruit,known supported disease class: domates_bacterial_spot_and_speck_meyve; disease answer or review expected,supported disease coverage for tomato__fruit; split=test,domates_bacterial_spot_and_speck_meyve
demo_376,local_test_pool:data/prepared_runtime_datasets/tomato__fruit/test/domates_bacterial_spot_and_speck_meyve/tomato_bacterial_leaf_spot_64.jpg,tomato__fruit,known supported disease class: domates_bacterial_spot_and_speck_meyve; disease answer or review expected,supported disease coverage for tomato__fruit; split=test,domates_bacterial_spot_and_speck_meyve
demo_377,local_test_pool:data/prepared_runtime_datasets/tomato__fruit/test/domates_bacterial_spot_and_speck_meyve/tomato_bacterial_leaf_spot_81.jpg,tomato__fruit,known supported disease class: domates_bacterial_spot_and_speck_meyve; disease answer or review expected,supported disease coverage for tomato__fruit; split=test,domates_bacterial_spot_and_speck_meyve
demo_378,local_test_pool:data/prepared_runtime_datasets/tomato__fruit/val/domates_bacterial_spot_and_speck_meyve/tomato_bacterial_leaf_spot_122.jpg,tomato__fruit,known supported disease class: domates_bacterial_spot_and_speck_meyve; disease answer or review expected,supported disease coverage for tomato__fruit; split=val,domates_bacterial_spot_and_speck_meyve
demo_379,local_test_pool:data/prepared_runtime_datasets/tomato__fruit/val/domates_bacterial_spot_and_speck_meyve/tomato_bacterial_leaf_spot_8.jpg,tomato__fruit,known supported disease class: domates_bacterial_spot_and_speck_meyve; disease answer or review expected,supported disease coverage for tomato__fruit; split=val,domates_bacterial_spot_and_speck_meyve
demo_380,local_test_pool:data/prepared_runtime_datasets/tomato__fruit/val/domates_bacterial_spot_and_speck_meyve/tomato_bacterial_leaf_spot_google_0033.jpg,tomato__fruit,known supported disease class: domates_bacterial_spot_and_speck_meyve; disease answer or review expected,supported disease coverage for tomato__fruit; split=val,domates_bacterial_spot_and_speck_meyve
demo_381,local_test_pool:data/prepared_runtime_datasets/tomato__fruit/continual/domates_bacterial_spot_and_speck_meyve/Roboflow_test_download-4-_jpg.rf.f83843b5e3e0871d2fc7b9385d585415.jpg,tomato__fruit,known supported disease class: domates_bacterial_spot_and_speck_meyve; disease answer or review expected,supported disease coverage for tomato__fruit; split=continual,domates_bacterial_spot_and_speck_meyve
demo_382,local_test_pool:data/prepared_runtime_datasets/tomato__fruit/continual/domates_bacterial_spot_and_speck_meyve/Roboflow_test_images-31-_jpg.rf.16722a716d7583aca6854f2653668dae.jpg,tomato__fruit,known supported disease class: domates_bacterial_spot_and_speck_meyve; disease answer or review expected,supported disease coverage for tomato__fruit; split=continual,domates_bacterial_spot_and_speck_meyve
demo_383,local_test_pool:data/prepared_runtime_datasets/tomato__fruit/continual/domates_bacterial_spot_and_speck_meyve/Roboflow_test_IMG20240615130318_jpg.rf.347e6c8c21a960a7a1deb42fc90ec98f.jpg,tomato__fruit,known supported disease class: domates_bacterial_spot_and_speck_meyve; disease answer or review expected,supported disease coverage for tomato__fruit; split=continual,domates_bacterial_spot_and_speck_meyve
demo_384,local_test_pool:data/prepared_runtime_datasets/tomato__fruit/continual/domates_bacterial_spot_and_speck_meyve/Roboflow_test_IMG20240615130532_jpg.rf.c2656f23ee163694dc7d8c1be5274afd.jpg,tomato__fruit,known supported disease class: domates_bacterial_spot_and_speck_meyve; disease answer or review expected,supported disease coverage for tomato__fruit; split=continual,domates_bacterial_spot_and_speck_meyve
demo_385,local_test_pool:data/prepared_runtime_datasets/tomato__fruit/test/domates_blossom_end_rot_meyve/Kaggle_test_Blossom_end_root_36_png.rf.62821315b6209cfafe08025639e184da.jpg,tomato__fruit,known supported disease class: domates_blossom_end_rot_meyve; disease answer or review expected,supported disease coverage for tomato__fruit; split=test,domates_blossom_end_rot_meyve
demo_386,local_test_pool:data/prepared_runtime_datasets/tomato__fruit/test/domates_blossom_end_rot_meyve/Kaggle_train_Blossom_end_root_24-Copy_png.rf.3e342ad78c9594029833cfc9676a8cb8.jpg,tomato__fruit,known supported disease class: domates_blossom_end_rot_meyve; disease answer or review expected,supported disease coverage for tomato__fruit; split=test,domates_blossom_end_rot_meyve
demo_387,local_test_pool:data/prepared_runtime_datasets/tomato__fruit/test/domates_blossom_end_rot_meyve/Kaggle_train_Blossom_end_root_27-Copy_png.rf.8111306aa759e06e71d7b59e55d82d8b.jpg,tomato__fruit,known supported disease class: domates_blossom_end_rot_meyve; disease answer or review expected,supported disease coverage for tomato__fruit; split=test,domates_blossom_end_rot_meyve
demo_388,local_test_pool:data/prepared_runtime_datasets/tomato__fruit/test/domates_blossom_end_rot_meyve/Kaggle_train_Blossom_end_root_2_zoom_1_png.rf.d7298363c1e1201f641a2c863ed0a317.jpg,tomato__fruit,known supported disease class: domates_blossom_end_rot_meyve; disease answer or review expected,supported disease coverage for tomato__fruit; split=test,domates_blossom_end_rot_meyve
demo_389,local_test_pool:data/prepared_runtime_datasets/tomato__fruit/test/domates_blossom_end_rot_meyve/Kaggle_train_Blossom_end_root_33-Copy_png.rf.c08ab10d879dab1355dfd3f38a3e8369.jpg,tomato__fruit,known supported disease class: domates_blossom_end_rot_meyve; disease answer or review expected,supported disease coverage for tomato__fruit; split=test,domates_blossom_end_rot_meyve
demo_390,local_test_pool:data/prepared_runtime_datasets/tomato__fruit/test/domates_blossom_end_rot_meyve/Kaggle_train_Blossom_end_root_37_png.rf.6d0289aa67e1cb75237b77e287d73981.jpg,tomato__fruit,known supported disease class: domates_blossom_end_rot_meyve; disease answer or review expected,supported disease coverage for tomato__fruit; split=test,domates_blossom_end_rot_meyve
demo_391,local_test_pool:data/prepared_runtime_datasets/tomato__fruit/test/domates_blossom_end_rot_meyve/Kaggle_train_Blossom_end_root_3_zoom_4_png.rf.1b4308bec15dc5c8f96fbf2e2a324a6a.jpg,tomato__fruit,known supported disease class: domates_blossom_end_rot_meyve; disease answer or review expected,supported disease coverage for tomato__fruit; split=test,domates_blossom_end_rot_meyve
demo_392,local_test_pool:data/prepared_runtime_datasets/tomato__fruit/test/domates_blossom_end_rot_meyve/Kaggle_train_Blossom_end_root_9-Copy_png.rf.24039f7363f992e589542d8e8a4993ff.jpg,tomato__fruit,known supported disease class: domates_blossom_end_rot_meyve; disease answer or review expected,supported disease coverage for tomato__fruit; split=test,domates_blossom_end_rot_meyve
demo_393,local_test_pool:data/prepared_runtime_datasets/tomato__fruit/test/domates_blossom_end_rot_meyve/Kaggle_train_Blossom_end_root_9_zoom_5_png.rf.016da79194dd0c1eaf7d8a528ba989dd.jpg,tomato__fruit,known supported disease class: domates_blossom_end_rot_meyve; disease answer or review expected,supported disease coverage for tomato__fruit; split=test,domates_blossom_end_rot_meyve
demo_394,local_test_pool:data/prepared_runtime_datasets/tomato__fruit/test/domates_blossom_end_rot_meyve/Kaggle_valid_Blossom_end_root_16_zoom_2_png.rf.b8fcba0ae0dad097759a1cda83bd5810.jpg,tomato__fruit,known supported disease class: domates_blossom_end_rot_meyve; disease answer or review expected,supported disease coverage for tomato__fruit; split=test,domates_blossom_end_rot_meyve
demo_395,local_test_pool:data/prepared_runtime_datasets/tomato__fruit/test/domates_gray_mold_meyve/Kaggle_test_Gray_Mold_21_jpg.rf.27b8d49047506ea4b1e2de42dde5aeb0.jpg,tomato__fruit,known supported disease class: domates_gray_mold_meyve; disease answer or review expected,supported disease coverage for tomato__fruit; split=test,domates_gray_mold_meyve
demo_396,local_test_pool:data/prepared_runtime_datasets/tomato__fruit/test/domates_gray_mold_meyve/Kaggle_train_anthracnose_8_zoom_1_png.rf.190db1bd9533b96b67ad8f2ba1f49ce1.jpg,tomato__fruit,known supported disease class: domates_gray_mold_meyve; disease answer or review expected,supported disease coverage for tomato__fruit; split=test,domates_gray_mold_meyve
demo_397,local_test_pool:data/prepared_runtime_datasets/tomato__fruit/test/domates_gray_mold_meyve/Kaggle_train_White_Mold_11_zoom_4_jpg.rf.4f672087b49edde5f6e98f5a13d895ec.jpg,tomato__fruit,known supported disease class: domates_gray_mold_meyve; disease answer or review expected,supported disease coverage for tomato__fruit; split=test,domates_gray_mold_meyve
demo_398,local_test_pool:data/prepared_runtime_datasets/tomato__fruit/test/domates_gray_mold_meyve/Kaggle_train_White_Mold_11_zoom_5_jpg.rf.d634c7bc4795f6ccea08256c321a51ec.jpg,tomato__fruit,known supported disease class: domates_gray_mold_meyve; disease answer or review expected,supported disease coverage for tomato__fruit; split=test,domates_gray_mold_meyve
demo_399,local_test_pool:data/prepared_runtime_datasets/tomato__fruit/test/domates_gray_mold_meyve/Kaggle_train_White_Mold_12_jpg.rf.7a12ee72b36de72352596a4ff3f5fcb7.jpg,tomato__fruit,known supported disease class: domates_gray_mold_meyve; disease answer or review expected,supported disease coverage for tomato__fruit; split=test,domates_gray_mold_meyve
demo_400,local_test_pool:data/prepared_runtime_datasets/tomato__fruit/test/domates_gray_mold_meyve/Kaggle_train_White_Mold_16-Copy_jpg.rf.0d04da3304e735522bb55ebabcf88d02.jpg,tomato__fruit,known supported disease class: domates_gray_mold_meyve; disease answer or review expected,supported disease coverage for tomato__fruit; split=test,domates_gray_mold_meyve
demo_401,local_test_pool:data/prepared_runtime_datasets/tomato__fruit/test/domates_gray_mold_meyve/Kaggle_train_White_Mold_18_jpg.rf.4f6fe469524a79e2a666555e1d709229.jpg,tomato__fruit,known supported disease class: domates_gray_mold_meyve; disease answer or review expected,supported disease coverage for tomato__fruit; split=test,domates_gray_mold_meyve
demo_402,local_test_pool:data/prepared_runtime_datasets/tomato__fruit/test/domates_gray_mold_meyve/Kaggle_train_White_Mold_19_zoom_4_jpg.rf.cb3251244e7c5b49fd4202e28448f105.jpg,tomato__fruit,known supported disease class: domates_gray_mold_meyve; disease answer or review expected,supported disease coverage for tomato__fruit; split=test,domates_gray_mold_meyve
demo_403,local_test_pool:data/prepared_runtime_datasets/tomato__fruit/test/domates_gray_mold_meyve/Kaggle_train_White_Mold_1_jpg.rf.49d5143133aa9c1fd59d6811b6040639.jpg,tomato__fruit,known supported disease class: domates_gray_mold_meyve; disease answer or review expected,supported disease coverage for tomato__fruit; split=test,domates_gray_mold_meyve
demo_404,local_test_pool:data/prepared_runtime_datasets/tomato__fruit/test/domates_gray_mold_meyve/Kaggle_train_White_Mold_1_zoom_2_jpg.rf.d18565e870a09de96a584bb22e8c9dff.jpg,tomato__fruit,known supported disease class: domates_gray_mold_meyve; disease answer or review expected,supported disease coverage for tomato__fruit; split=test,domates_gray_mold_meyve
demo_405,local_test_pool:data/prepared_runtime_datasets/tomato__fruit/test/domates_late_blight_meyve/Kaggle_test_L_blight_26_zoom_3_jpg.rf.7f0e787e4ef8a5052c80029f7d381ef0.jpg,tomato__fruit,known supported disease class: domates_late_blight_meyve; disease answer or review expected,supported disease coverage for tomato__fruit; split=test,domates_late_blight_meyve
demo_406,local_test_pool:data/prepared_runtime_datasets/tomato__fruit/test/domates_late_blight_meyve/Kaggle_train_buck12_jpg.rf.8fae2b952a77d7b941b6543e7247b61e.jpg,tomato__fruit,known supported disease class: domates_late_blight_meyve; disease answer or review expected,supported disease coverage for tomato__fruit; split=test,domates_late_blight_meyve
demo_407,local_test_pool:data/prepared_runtime_datasets/tomato__fruit/test/domates_late_blight_meyve/Kaggle_train_buck13_jpeg.rf.99edae068d5681d76a8c683eb70f8417.jpg,tomato__fruit,known supported disease class: domates_late_blight_meyve; disease answer or review expected,supported disease coverage for tomato__fruit; split=test,domates_late_blight_meyve
demo_408,local_test_pool:data/prepared_runtime_datasets/tomato__fruit/test/domates_late_blight_meyve/Kaggle_train_buck16_jpg.rf.fcebbbe6bdc274225a6d8f89fed2c32f.jpg,tomato__fruit,known supported disease class: domates_late_blight_meyve; disease answer or review expected,supported disease coverage for tomato__fruit; split=test,domates_late_blight_meyve
demo_409,local_test_pool:data/prepared_runtime_datasets/tomato__fruit/test/domates_late_blight_meyve/Kaggle_train_buck19_jpg.rf.8dd2b7c9284d24a2d74c76a53e3b7578.jpg,tomato__fruit,known supported disease class: domates_late_blight_meyve; disease answer or review expected,supported disease coverage for tomato__fruit; split=test,domates_late_blight_meyve
